Date,Product,Region,Price,Promo,Inventory,Sales
2023-05-06,P008,South,59.4,0,704,62
2023-05-06,P009,North,56.85,0,672,61
2023-05-06,P010,South,59.76,0,429,68
2023-05-07,P001,Central,51.5,0,286,61
2023-05-07,P002,South,49.62,0,688,47
2023-05-07,P003,Central,51.06,0,524,47
2023-05-07,P004,East,54.87,0,313,70
2023-05-07,P005,West,55.5,0,190,65
2023-05-07,P006,Central,54.78,0,342,62
2023-05-07,P007,West,54.67,0,620,72
2023-05-07,P008,Central,57.12,0,408,63
2023-05-07,P009,Central,61.28,0,915,61
2023-05-07,P010,East,58.01,0,863,72
2023-05-08,P001,West,50.97,0,556,72
2023-05-08,P002,East,49.0,1,468,97
2023-05-08,P003,North,54.8,0,367,59
2023-05-08,P004,North,55.96,0,207,62
2023-05-08,P005,East,54.48,0,184,69
2023-05-08,P006,North,55.24,0,122,81
2023-05-08,P007,West,58.03,0,119,52
2023-05-08,P008,North,59.79,0,373,72
2023-05-08,P009,East,59.16,0,635,73
2023-05-08,P010,West,58.26,0,654,71
2023-05-09,P001,West,51.34,0,107,57
2023-05-09,P002,West,52.94,0,377,40
2023-05-09,P003,East,52.04,0,521,82
2023-05-09,P004,North,56.33,0,702,83
2023-05-09,P005,Central,54.64,0,811,87
2023-05-09,P006,East,55.61,0,447,62
2023-05-09,P007,North,55.26,0,380,68
2023-05-09,P008,Central,58.27,0,57,60
2023-05-09,P009,West,56.34,0,240,108
2023-05-09,P010,East,61.81,0,140,68
2023-05-10,P001,Central,52.81,0,875,56
2023-05-10,P002,South,46.14,1,550,84
2023-05-10,P003,South,54.86,0,197,62
2023-05-10,P004,East,54.99,0,265,55
2023-05-10,P005,Central,54.48,0,315,90
2023-05-10,P006,South,57.47,0,885,76
2023-05-10,P007,East,59.26,0,521,57
2023-05-10,P008,South,57.65,0,990,89
2023-05-10,P009,South,60.23,0,279,70
2023-05-10,P010,South,52.59,1,236,80
2023-05-11,P001,North,49.73,0,50,73
2023-05-11,P002,South,50.31,0,335,67
2023-05-11,P003,West,55.45,0,556,56
2023-05-11,P004,Central,54.58,0,868,53
2023-05-11,P005,East,54.02,0,136,62
2023-05-11,P006,West,55.38,0,986,74
2023-05-11,P007,East,57.39,0,673,63
2023-05-11,P008,South,55.12,0,902,65
2023-05-11,P009,East,61.86,0,268,67
2023-05-11,P010,East,61.35,0,204,66
2023-05-12,P001,South,50.83,0,273,57
2023-05-12,P002,Central,49.58,0,457,60
2023-05-12,P003,East,54.22,0,78,66
2023-05-12,P004,South,51.58,0,437,55
2023-05-12,P005,North,53.97,0,688,52
2023-05-12,P006,West,57.81,0,705,61
2023-05-12,P007,East,55.85,0,104,70
2023-05-12,P008,North,60.14,0,534,72
2023-05-12,P009,West,58.58,0,480,73
2023-05-12,P010,North,59.58,0,213,75
2023-05-13,P001,North,49.7,0,464,56
2023-05-13,P002,West,53.53,0,463,62
2023-05-13,P003,West,54.21,0,339,49
2023-05-13,P004,Central,54.47,0,156,53
2023-05-13,P005,Central,57.65,0,765,58
2023-05-13,P006,Central,57.17,0,912,45
2023-05-13,P007,Central,55.62,0,985,56
2023-05-13,P008,Central,60.25,0,883,51
2023-05-13,P009,West,51.94,1,769,94
2023-05-13,P010,East,59.62,0,271,56
2023-05-14,P001,South,49.58,0,654,53
2023-05-14,P002,South,53.14,0,649,63
2023-05-14,P003,Central,50.75,0,937,62
2023-05-14,P004,West,53.13,0,307,53
2023-05-14,P005,North,47.39,1,751,66
2023-05-14,P006,South,54.28,0,655,63
2023-05-14,P007,Central,55.88,0,559,55
2023-05-14,P008,South,59.25,0,814,77
2023-05-14,P009,Central,56.43,0,575,64
2023-05-14,P010,South,60.16,0,609,51
2023-05-15,P001,East,51.8,0,918,56
2023-05-15,P002,North,49.8,0,798,68
2023-05-15,P003,South,51.7,0,707,55
2023-05-15,P004,Central,56.55,0,327,67
2023-05-15,P005,East,50.39,1,577,80
2023-05-15,P006,West,57.66,0,247,68
2023-05-15,P007,Central,54.17,0,685,71
2023-05-15,P008,South,55.79,0,909,58
2023-05-15,P009,Central,61.24,0,477,76
2023-05-15,P010,North,58.94,0,972,73
2023-05-16,P001,West,51.94,0,466,70
2023-05-16,P002,Central,51.08,0,819,61
2023-05-16,P003,West,52.22,0,226,65
2023-05-16,P004,North,48.05,1,507,115
2023-05-16,P005,West,56.7,0,877,62
2023-05-16,P006,North,55.52,0,411,67
2023-05-16,P007,West,55.03,0,963,69
2023-05-16,P008,North,58.51,0,533,80
2023-05-16,P009,West,54.7,1,903,115
2023-05-16,P010,Central,57.1,0,844,86
2023-05-17,P001,South,52.63,0,938,67
2023-05-17,P002,North,51.52,0,96,66
2023-05-17,P003,Central,55.31,0,207,76
2023-05-17,P004,East,51.54,0,760,61
2023-05-17,P005,West,55.22,0,803,66
2023-05-17,P006,Central,54.76,0,120,69
2023-05-17,P007,South,57.45,0,647,73
2023-05-17,P008,Central,57.91,0,914,57
2023-05-17,P009,Central,56.85,0,329,70
2023-05-17,P010,West,59.18,0,674,80
2023-05-18,P001,West,49.97,0,986,66
2023-05-18,P002,East,51.96,0,571,63
2023-05-18,P003,North,52.99,0,704,74
2023-05-18,P004,North,54.46,0,693,60
2023-05-18,P005,Central,50.28,1,492,121
2023-05-18,P006,West,56.84,0,878,66
2023-05-18,P007,North,59.68,0,412,79
2023-05-18,P008,South,56.73,0,911,61
2023-05-18,P009,North,61.03,0,207,74
2023-05-18,P010,East,59.83,0,595,72
2023-05-19,P001,East,51.56,0,166,53
2023-05-19,P002,East,54.57,0,753,53
2023-05-19,P003,Central,51.42,0,562,43
2023-05-19,P004,Central,54.76,0,944,56
2023-05-19,P005,East,56.68,0,333,67
2023-05-19,P006,South,54.43,0,962,66
2023-05-19,P007,East,52.03,1,789,71
2023-05-19,P008,West,57.54,0,542,58
2023-05-19,P009,West,57.29,0,919,70
2023-05-19,P010,North,58.09,0,654,64
2023-05-20,P001,South,51.73,0,747,55
2023-05-20,P002,Central,53.55,0,142,55
2023-05-20,P003,East,51.14,0,847,59
2023-05-20,P004,West,54.34,0,474,61
2023-05-20,P005,Central,56.85,0,480,61
2023-05-20,P006,East,54.43,0,535,54
2023-05-20,P007,North,57.01,0,643,63
2023-05-20,P008,South,59.04,0,636,60
2023-05-20,P009,North,54.76,1,831,102
2023-05-20,P010,West,61.29,0,692,60
2023-05-21,P001,East,52.98,0,337,61
2023-05-21,P002,Central,50.75,0,692,32
2023-05-21,P003,East,52.01,0,257,52
2023-05-21,P004,Central,55.0,0,913,54
2023-05-21,P005,East,54.8,0,117,55
2023-05-21,P006,East,56.32,0,359,60
2023-05-21,P007,West,57.62,0,779,55
2023-05-21,P008,Central,56.63,0,574,56
2023-05-21,P009,East,59.15,0,931,62
2023-05-21,P010,East,57.91,0,657,63
2023-05-22,P001,East,49.37,0,696,60
2023-05-22,P002,West,52.25,0,876,47
2023-05-22,P003,Central,55.27,0,712,62
2023-05-22,P004,East,55.53,0,150,50
2023-05-22,P005,Central,56.74,0,77,55
2023-05-22,P006,East,57.46,0,660,54
2023-05-22,P007,North,54.42,0,650,71
2023-05-22,P008,South,55.94,0,616,73
2023-05-22,P009,Central,57.37,0,977,62
2023-05-22,P010,East,60.64,0,515,53
2023-05-23,P001,North,50.06,0,480,51
2023-05-23,P002,Central,52.1,0,797,63
2023-05-23,P003,South,51.36,0,412,63
2023-05-23,P004,East,55.29,0,834,64
2023-05-23,P005,South,55.87,0,950,68
2023-05-23,P006,West,57.02,0,836,76
2023-05-23,P007,West,59.31,0,416,72
2023-05-23,P008,East,59.02,0,806,73
2023-05-23,P009,South,60.24,0,336,70
2023-05-23,P010,Central,57.63,0,128,82
2023-05-24,P001,West,52.98,0,102,54
2023-05-24,P002,South,54.48,0,862,51
2023-05-24,P003,West,51.4,0,598,70
2023-05-24,P004,East,55.49,0,666,66
2023-05-24,P005,North,55.46,0,498,75
2023-05-24,P006,East,58.09,0,195,61
2023-05-24,P007,South,55.87,0,846,63
2023-05-24,P008,Central,57.49,0,534,64
2023-05-24,P009,Central,56.2,0,829,92
2023-05-24,P010,East,59.56,0,355,72
2023-05-25,P001,North,49.56,0,187,51
2023-05-25,P002,East,50.48,0,171,53
2023-05-25,P003,West,52.99,0,513,60
2023-05-25,P004,South,52.56,0,571,57
2023-05-25,P005,East,56.51,0,263,63
2023-05-25,P006,North,55.26,0,772,60
2023-05-25,P007,West,59.83,0,282,67
2023-05-25,P008,East,59.37,0,120,76
2023-05-25,P009,Central,60.41,0,600,69
2023-05-25,P010,East,53.82,1,262,122
2023-05-26,P001,West,50.41,0,532,52
2023-05-26,P002,North,52.69,0,415,47
2023-05-26,P003,Central,50.79,0,692,42
2023-05-26,P004,Central,51.64,0,53,58
2023-05-26,P005,West,47.82,1,219,105
2023-05-26,P006,East,53.6,0,904,66
2023-05-26,P007,West,54.71,0,856,62
2023-05-26,P008,East,60.26,0,772,44
2023-05-26,P009,Central,59.37,0,760,52
2023-05-26,P010,North,57.77,0,879,65
2023-05-27,P001,South,49.92,0,702,71
2023-05-27,P002,North,51.61,0,923,51
2023-05-27,P003,West,54.32,0,638,51
2023-05-27,P004,South,56.11,0,475,43
2023-05-27,P005,East,52.93,0,814,49
2023-05-27,P006,East,53.21,0,370,62
2023-05-27,P007,East,55.73,0,880,59
2023-05-27,P008,South,59.15,0,275,57
2023-05-27,P009,West,59.26,0,124,64
2023-05-27,P010,East,60.32,0,962,56
2023-05-28,P001,East,51.6,0,66,65
2023-05-28,P002,Central,50.18,0,361,62
2023-05-28,P003,West,50.99,0,350,59
2023-05-28,P004,South,53.19,0,518,56
2023-05-28,P005,West,57.24,0,494,59
2023-05-28,P006,East,53.82,0,442,54
2023-05-28,P007,South,54.88,0,273,69
2023-05-28,P008,West,58.83,0,965,64
2023-05-28,P009,Central,58.15,0,826,63
2023-05-28,P010,East,62.28,0,881,66
2023-05-29,P001,North,48.68,0,271,76
2023-05-29,P002,Central,54.46,0,810,47
2023-05-29,P003,West,54.21,0,263,66
2023-05-29,P004,West,56.3,0,311,46
2023-05-29,P005,Central,53.02,0,596,66
2023-05-29,P006,North,57.43,0,289,58
2023-05-29,P007,North,56.21,0,437,61
2023-05-29,P008,West,56.8,0,899,49
2023-05-29,P009,South,56.6,0,316,61
2023-05-29,P010,Central,60.54,0,374,53
2023-05-30,P001,South,52.91,0,58,57
2023-05-30,P002,West,51.98,0,495,73
2023-05-30,P003,East,51.38,0,765,54
2023-05-30,P004,North,55.2,0,598,62
2023-05-30,P005,East,52.72,0,261,58
2023-05-30,P006,North,55.63,0,597,62
2023-05-30,P007,East,54.74,0,869,86
2023-05-30,P008,North,55.66,0,679,70
2023-05-30,P009,East,57.94,0,358,82
2023-05-30,P010,North,60.29,0,907,84
2023-05-31,P001,North,50.63,0,642,57
2023-05-31,P002,North,50.77,0,773,57
2023-05-31,P003,South,45.47,1,239,99
2023-05-31,P004,Central,53.11,0,712,71
2023-05-31,P005,West,52.35,0,384,71
2023-05-31,P006,West,53.74,0,857,64
2023-05-31,P007,South,50.83,1,87,108
2023-05-31,P008,West,58.39,0,69,72
2023-05-31,P009,North,58.42,0,964,71
2023-05-31,P010,Central,57.81,0,189,93
2023-06-01,P001,West,48.15,1,287,99
2023-06-01,P002,South,49.65,0,436,50
2023-06-01,P003,South,50.86,0,729,59
2023-06-01,P004,North,52.42,0,597,46
2023-06-01,P005,West,55.42,0,247,63
2023-06-01,P006,South,58.55,0,169,70
2023-06-01,P007,South,58.33,0,310,55
2023-06-01,P008,West,56.36,0,240,83
2023-06-01,P009,Central,60.61,0,355,59
2023-06-01,P010,North,60.5,0,490,61
2023-06-02,P001,East,49.34,0,105,52
2023-06-02,P002,West,53.3,0,701,43
2023-06-02,P003,East,54.94,0,298,53
2023-06-02,P004,West,53.85,0,287,67
2023-06-02,P005,West,56.51,0,392,46
2023-06-02,P006,East,55.06,0,917,30
2023-06-02,P007,North,58.5,0,449,68
2023-06-02,P008,South,58.06,0,684,58
2023-06-02,P009,East,56.67,0,534,63
2023-06-02,P010,South,60.49,0,429,54
2023-06-03,P001,South,50.7,0,327,57
2023-06-03,P002,West,51.16,0,624,47
2023-06-03,P003,Central,54.06,0,467,60
2023-06-03,P004,Central,53.13,0,305,61
2023-06-03,P005,South,57.08,0,774,54
2023-06-03,P006,Central,53.78,0,536,47
2023-06-03,P007,North,56.76,0,710,53
2023-06-03,P008,South,58.27,0,279,48
2023-06-03,P009,West,61.6,0,343,51
2023-06-03,P010,East,60.47,0,472,63
2023-06-04,P001,North,51.2,0,353,41
2023-06-04,P002,South,53.31,0,827,48
2023-06-04,P003,Central,50.76,0,148,49
2023-06-04,P004,Central,53.43,0,850,58
2023-06-04,P005,Central,56.07,0,140,57
2023-06-04,P006,South,55.33,0,532,56
2023-06-04,P007,South,58.56,0,147,55
2023-06-04,P008,East,60.34,0,69,70
2023-06-04,P009,Central,58.33,0,331,55
2023-06-04,P010,North,59.39,0,251,58
2023-06-05,P001,Central,52.44,0,502,49
2023-06-05,P002,West,53.29,0,901,61
2023-06-05,P003,South,54.07,0,402,57
2023-06-05,P004,South,53.78,0,816,52
2023-06-05,P005,Central,55.49,0,970,57
2023-06-05,P006,Central,57.94,0,131,66
2023-06-05,P007,North,56.51,0,982,56
2023-06-05,P008,East,57.48,0,738,68
2023-06-05,P009,North,61.3,0,279,65
2023-06-05,P010,North,56.46,1,160,108
2023-06-06,P001,South,52.39,0,78,71
2023-06-06,P002,South,50.81,0,649,71
2023-06-06,P003,North,50.78,0,281,64
2023-06-06,P004,South,54.9,0,903,88
2023-06-06,P005,East,53.38,0,752,61
2023-06-06,P006,West,50.72,1,866,124
2023-06-06,P007,West,54.5,0,122,74
2023-06-06,P008,South,54.78,1,980,88
2023-06-06,P009,Central,58.41,0,339,54
2023-06-06,P010,North,57.29,0,369,62
2023-06-07,P001,South,48.65,0,592,43
2023-06-07,P002,East,51.5,0,607,54
2023-06-07,P003,North,50.73,0,685,57
2023-06-07,P004,South,55.87,0,255,59
2023-06-07,P005,West,56.33,0,387,62
2023-06-07,P006,South,54.37,0,252,73
2023-06-07,P007,North,58.11,0,629,72
2023-06-07,P008,Central,60.44,0,441,68
2023-06-07,P009,North,60.69,0,151,83
2023-06-07,P010,East,62.26,0,851,53
2023-06-08,P001,North,50.03,0,917,69
2023-06-08,P002,West,52.88,0,54,31
2023-06-08,P003,South,53.11,0,872,55
2023-06-08,P004,North,54.18,0,921,54
2023-06-08,P005,West,57.25,0,763,80
2023-06-08,P006,South,55.87,0,572,72
2023-06-08,P007,West,55.83,0,488,65
2023-06-08,P008,Central,55.56,0,990,68
2023-06-08,P009,East,61.78,0,723,71
2023-06-08,P010,Central,58.02,0,706,67
2023-06-09,P001,South,49.9,0,99,57
2023-06-09,P002,West,49.67,0,661,56
2023-06-09,P003,East,51.33,0,118,49
2023-06-09,P004,West,56.69,0,229,59
2023-06-09,P005,East,57.16,0,52,61
2023-06-09,P006,East,53.56,0,774,63
2023-06-09,P007,East,57.55,0,678,56
2023-06-09,P008,West,58.61,0,568,70
2023-06-09,P009,Central,59.58,0,109,64
2023-06-09,P010,West,59.09,0,729,62
2023-06-10,P001,East,50.31,0,566,48
2023-06-10,P002,South,53.17,0,516,54
2023-06-10,P003,South,51.06,0,719,46
2023-06-10,P004,West,51.34,0,73,57
2023-06-10,P005,North,56.97,0,719,56
2023-06-10,P006,South,52.0,1,571,78
2023-06-10,P007,East,55.64,0,856,52
2023-06-10,P008,North,55.12,0,703,47
2023-06-10,P009,East,59.59,0,738,53
2023-06-10,P010,North,60.22,0,57,81
2023-06-11,P001,East,49.43,0,787,55
2023-06-11,P002,South,50.14,0,201,55
2023-06-11,P003,South,51.17,0,63,43
2023-06-11,P004,South,53.23,0,670,51
2023-06-11,P005,Central,52.43,0,329,65
2023-06-11,P006,Central,56.59,0,168,62
2023-06-11,P007,South,58.61,0,771,60
2023-06-11,P008,North,60.59,0,371,61
2023-06-11,P009,South,60.65,0,503,62
2023-06-11,P010,Central,62.54,0,57,56
2023-06-12,P001,East,51.71,0,730,48
2023-06-12,P002,North,51.81,0,296,62
2023-06-12,P003,North,53.21,0,921,72
2023-06-12,P004,North,56.21,0,779,65
2023-06-12,P005,West,52.67,0,390,61
2023-06-12,P006,Central,53.74,0,721,56
2023-06-12,P007,West,57.32,0,869,46
2023-06-12,P008,South,56.12,0,706,66
2023-06-12,P009,Central,61.52,0,278,69
2023-06-12,P010,West,62.48,0,707,64
2023-06-13,P001,North,49.61,0,621,54
2023-06-13,P002,South,53.68,0,685,57
2023-06-13,P003,East,55.21,0,295,64
2023-06-13,P004,Central,50.13,1,615,80
2023-06-13,P005,West,57.28,0,853,54
2023-06-13,P006,North,54.76,0,639,73
2023-06-13,P007,North,57.59,0,490,62
2023-06-13,P008,West,55.99,0,672,65
2023-06-13,P009,Central,58.28,0,795,76
2023-06-13,P010,East,59.71,0,329,71
2023-06-14,P001,West,48.67,0,458,55
2023-06-14,P002,North,51.57,0,623,69
2023-06-14,P003,North,55.11,0,109,65
2023-06-14,P004,North,52.35,0,790,67
2023-06-14,P005,East,53.13,0,677,68
2023-06-14,P006,West,57.89,0,930,58
2023-06-14,P007,South,59.15,0,59,51
2023-06-14,P008,South,60.33,0,228,64
2023-06-14,P009,South,56.08,0,82,66
2023-06-14,P010,South,61.32,0,400,81
2023-06-15,P001,South,50.48,0,160,52
2023-06-15,P002,East,54.37,0,1000,64
2023-06-15,P003,North,54.77,0,626,58
2023-06-15,P004,West,53.74,0,294,58
2023-06-15,P005,South,53.04,0,863,54
2023-06-15,P006,West,54.44,0,134,72
2023-06-15,P007,West,59.4,0,192,56
2023-06-15,P008,West,53.91,1,669,94
2023-06-15,P009,East,61.39,0,756,61
2023-06-15,P010,South,58.77,0,210,63
2023-06-16,P001,Central,49.12,0,359,58
2023-06-16,P002,South,51.27,0,296,56
2023-06-16,P003,Central,52.5,0,668,57
2023-06-16,P004,North,56.63,0,889,70
2023-06-16,P005,West,57.59,0,174,61
2023-06-16,P006,Central,50.56,1,891,70
2023-06-16,P007,West,49.51,1,478,100
2023-06-16,P008,North,58.83,0,266,64
2023-06-16,P009,West,58.94,0,548,62
2023-06-16,P010,North,58.1,0,645,62
2023-06-17,P001,West,50.37,0,238,52
2023-06-17,P002,West,49.73,0,807,43
2023-06-17,P003,West,53.53,0,52,48
2023-06-17,P004,Central,52.07,0,50,41
2023-06-17,P005,West,54.14,0,873,56
2023-06-17,P006,South,55.36,0,692,52
2023-06-17,P007,East,58.61,0,836,60
2023-06-17,P008,West,56.77,0,300,58
2023-06-17,P009,East,54.37,1,679,77
2023-06-17,P010,South,61.2,0,156,70
2023-06-18,P001,North,53.42,0,488,60
2023-06-18,P002,West,50.32,0,532,47
2023-06-18,P003,East,50.49,0,639,52
2023-06-18,P004,West,51.6,0,728,54
2023-06-18,P005,North,55.69,0,209,55
2023-06-18,P006,North,56.71,0,746,56
2023-06-18,P007,East,51.96,1,539,76
2023-06-18,P008,South,56.25,0,547,51
2023-06-18,P009,North,59.51,0,123,62
2023-06-18,P010,Central,60.88,0,426,51
2023-06-19,P001,East,50.99,0,135,52
2023-06-19,P002,West,49.61,0,814,58
2023-06-19,P003,South,52.13,0,980,55
2023-06-19,P004,Central,52.1,0,299,70
2023-06-19,P005,North,53.68,0,402,47
2023-06-19,P006,East,54.37,0,540,51
2023-06-19,P007,Central,54.74,0,724,44
2023-06-19,P008,East,58.41,0,953,55
2023-06-19,P009,West,61.47,0,192,65
2023-06-19,P010,West,57.18,0,447,63
2023-06-20,P001,West,50.63,0,349,60
2023-06-20,P002,South,51.32,0,874,66
2023-06-20,P003,South,55.62,0,373,65
2023-06-20,P004,South,55.81,0,738,58
2023-06-20,P005,East,56.38,0,678,52
2023-06-20,P006,Central,54.84,0,486,64
2023-06-20,P007,South,58.79,0,641,61
2023-06-20,P008,North,51.71,1,191,111
2023-06-20,P009,West,52.64,1,182,114
2023-06-20,P010,East,59.0,0,162,65
2023-06-21,P001,South,48.73,0,481,59
2023-06-21,P002,East,50.33,0,286,44
2023-06-21,P003,West,53.6,0,648,61
2023-06-21,P004,West,51.69,0,639,54
2023-06-21,P005,North,57.03,0,722,61
2023-06-21,P006,South,54.84,0,555,64
2023-06-21,P007,East,59.04,0,925,59
2023-06-21,P008,North,57.1,0,554,50
2023-06-21,P009,Central,61.23,0,432,76
2023-06-21,P010,North,58.22,0,715,76
2023-06-22,P001,Central,48.93,0,513,40
2023-06-22,P002,South,50.4,0,710,50
2023-06-22,P003,South,55.26,0,765,54
2023-06-22,P004,East,55.44,0,505,50
2023-06-22,P005,North,54.49,0,274,51
2023-06-22,P006,Central,53.22,0,118,44
2023-06-22,P007,South,58.86,0,77,69
2023-06-22,P008,Central,60.43,0,179,46
2023-06-22,P009,East,60.61,0,940,57
2023-06-22,P010,South,59.71,0,640,62
2023-06-23,P001,East,47.23,1,220,91
2023-06-23,P002,Central,53.16,0,703,46
2023-06-23,P003,North,52.37,0,922,46
2023-06-23,P004,Central,56.11,0,947,63
2023-06-23,P005,Central,55.34,0,429,59
2023-06-23,P006,North,54.25,0,317,51
2023-06-23,P007,Central,59.09,0,979,50
2023-06-23,P008,North,60.72,0,945,54
2023-06-23,P009,North,61.35,0,348,50
2023-06-23,P010,Central,62.37,0,707,65
2023-06-24,P001,North,48.7,0,586,46
2023-06-24,P002,North,52.72,0,112,38
2023-06-24,P003,West,51.63,0,406,36
2023-06-24,P004,West,52.45,0,388,58
2023-06-24,P005,South,55.85,0,331,45
2023-06-24,P006,West,55.17,0,101,51
2023-06-24,P007,South,52.01,1,155,91
2023-06-24,P008,West,57.69,0,548,49
2023-06-24,P009,East,56.26,0,999,50
2023-06-24,P010,East,60.94,0,464,52
2023-06-25,P001,Central,51.3,0,770,51
2023-06-25,P002,East,51.3,0,1000,59
2023-06-25,P003,East,54.58,0,482,57
2023-06-25,P004,East,53.38,0,414,57
2023-06-25,P005,Central,55.12,0,729,54
2023-06-25,P006,East,57.23,0,935,60
2023-06-25,P007,North,59.73,0,262,49
2023-06-25,P008,Central,57.12,0,385,59
2023-06-25,P009,East,59.27,0,302,51
2023-06-25,P010,South,60.56,0,829,61
2023-06-26,P001,Central,49.26,0,459,50
2023-06-26,P002,East,49.63,0,747,50
2023-06-26,P003,West,51.77,0,485,45
2023-06-26,P004,South,50.42,1,257,88
2023-06-26,P005,North,55.08,0,259,64
2023-06-26,P006,South,55.35,0,656,70
2023-06-26,P007,Central,55.42,0,374,65
2023-06-26,P008,North,55.83,0,580,62
2023-06-26,P009,West,58.57,0,294,71
2023-06-26,P010,South,57.05,0,988,61
2023-06-27,P001,Central,49.09,0,789,62
2023-06-27,P002,South,53.12,0,220,46
2023-06-27,P003,East,52.84,0,991,57
2023-06-27,P004,North,54.01,0,193,44
2023-06-27,P005,West,56.28,0,718,51
2023-06-27,P006,North,53.54,0,503,61
2023-06-27,P007,North,54.42,0,194,60
2023-06-27,P008,South,56.78,0,271,55
2023-06-27,P009,North,59.94,0,919,70
2023-06-27,P010,East,60.71,0,1000,52
2023-06-28,P001,East,51.91,0,646,53
2023-06-28,P002,West,51.66,0,840,54
2023-06-28,P003,East,52.76,0,353,70
2023-06-28,P004,East,52.57,0,344,63
2023-06-28,P005,West,50.07,1,425,110
2023-06-28,P006,West,58.72,0,438,80
2023-06-28,P007,West,56.77,0,255,69
2023-06-28,P008,North,59.51,0,299,62
2023-06-28,P009,Central,58.76,0,420,61
2023-06-28,P010,South,61.57,0,392,55
2023-06-29,P001,East,51.44,0,134,59
2023-06-29,P002,North,46.32,1,898,76
2023-06-29,P003,South,50.51,0,83,60
2023-06-29,P004,Central,54.91,0,914,62
2023-06-29,P005,East,55.54,0,934,41
2023-06-29,P006,South,56.04,0,780,52
2023-06-29,P007,South,59.25,0,664,62
2023-06-29,P008,East,55.63,0,308,67
2023-06-29,P009,East,61.34,0,567,86
2023-06-29,P010,East,61.07,0,295,50
2023-06-30,P001,South,44.56,1,556,66
2023-06-30,P002,East,50.16,0,580,37
2023-06-30,P003,South,53.21,0,320,57
2023-06-30,P004,South,53.99,0,181,43
2023-06-30,P005,West,51.04,1,755,92
2023-06-30,P006,South,49.85,1,100,68
2023-06-30,P007,North,58.4,0,858,58
2023-06-30,P008,North,57.06,0,263,56
2023-06-30,P009,South,56.73,0,717,57
2023-06-30,P010,South,58.92,0,480,60
2023-07-01,P001,South,52.09,0,902,56
2023-07-01,P002,North,49.7,0,88,39
2023-07-01,P003,Central,54.7,0,652,48
2023-07-01,P004,Central,51.32,0,367,58
2023-07-01,P005,Central,53.2,0,709,55
2023-07-01,P006,West,56.25,0,664,50
2023-07-01,P007,South,54.44,0,807,53
2023-07-01,P008,South,57.52,0,140,70
2023-07-01,P009,South,58.37,0,596,54
2023-07-01,P010,North,57.82,0,700,53
2023-07-02,P001,East,50.23,0,935,47
2023-07-02,P002,East,54.5,0,837,41
2023-07-02,P003,East,54.97,0,983,48
2023-07-02,P004,North,47.87,1,611,70
2023-07-02,P005,South,56.33,0,58,55
2023-07-02,P006,South,56.66,0,347,45
2023-07-02,P007,South,57.48,0,177,52
2023-07-02,P008,East,57.85,0,467,48
2023-07-02,P009,West,60.52,0,156,46
2023-07-02,P010,East,57.59,0,557,60
2023-07-03,P001,East,53.03,0,723,37
2023-07-03,P002,South,50.63,0,607,49
2023-07-03,P003,Central,53.88,0,75,62
2023-07-03,P004,South,53.47,0,656,59
2023-07-03,P005,South,54.63,0,504,42
2023-07-03,P006,North,57.05,0,508,54
2023-07-03,P007,East,56.4,0,886,54
2023-07-03,P008,Central,59.24,0,673,62
2023-07-03,P009,North,59.48,0,297,62
2023-07-03,P010,North,59.05,0,538,48
2023-07-04,P001,East,50.66,0,667,58
2023-07-04,P002,North,50.38,0,620,48
2023-07-04,P003,West,53.17,0,374,59
2023-07-04,P004,West,53.68,0,963,58
2023-07-04,P005,East,55.28,0,242,39
2023-07-04,P006,South,58.51,0,410,50
2023-07-04,P007,East,54.68,0,595,48
2023-07-04,P008,West,55.33,0,943,66
2023-07-04,P009,West,56.08,0,667,66
2023-07-04,P010,South,59.68,0,905,71
2023-07-05,P001,East,50.81,0,100,46
2023-07-05,P002,South,49.49,0,154,47
2023-07-05,P003,South,50.42,0,709,41
2023-07-05,P004,North,52.22,0,822,57
2023-07-05,P005,North,55.79,0,402,62
2023-07-05,P006,South,55.49,0,265,65
2023-07-05,P007,North,54.24,0,222,62
2023-07-05,P008,East,55.21,0,189,61
2023-07-05,P009,West,61.39,0,716,62
2023-07-05,P010,Central,58.44,0,861,59
2023-07-06,P001,West,52.01,0,384,38
2023-07-06,P002,North,53.37,0,362,53
2023-07-06,P003,East,55.44,0,426,64
2023-07-06,P004,East,55.19,0,605,48
2023-07-06,P005,East,54.24,0,361,56
2023-07-06,P006,West,53.57,0,439,65
2023-07-06,P007,East,59.71,0,728,62
2023-07-06,P008,Central,59.44,0,324,52
2023-07-06,P009,Central,57.8,0,809,68
2023-07-06,P010,West,62.67,0,695,50
2023-07-07,P001,South,52.69,0,271,41
2023-07-07,P002,West,50.65,0,80,51
2023-07-07,P003,East,53.13,0,54,64
2023-07-07,P004,West,55.47,0,716,43
2023-07-07,P005,East,55.61,0,273,45
2023-07-07,P006,West,58.66,0,490,43
2023-07-07,P007,Central,59.09,0,82,45
2023-07-07,P008,West,55.45,0,788,65
2023-07-07,P009,North,59.19,0,460,42
2023-07-07,P010,North,58.18,0,226,59
2023-07-08,P001,Central,51.34,0,763,40
2023-07-08,P002,East,53.79,0,654,46
2023-07-08,P003,West,54.53,0,403,37
2023-07-08,P004,North,56.3,0,114,31
2023-07-08,P005,East,55.33,0,409,50
2023-07-08,P006,South,56.76,0,357,50
2023-07-08,P007,West,49.68,1,625,81
